文章序號,文章標題,關鍵字,TF (本篇次數),DF (幾篇有它),IDF (稀有度),TF-IDF (最終分數)
28,AI生成B-2轟炸伊朗核設施誤傳為真實畫面,ai,14,108,2.6149,0.1846
28,AI生成B-2轟炸伊朗核設施誤傳為真實畫面,6月,12,83,2.8755,0.174
28,AI生成B-2轟炸伊朗核設施誤傳為真實畫面,美國,16,181,2.1023,0.1696
28,AI生成B-2轟炸伊朗核設施誤傳為真實畫面,生成,11,93,2.763,0.1532
28,AI生成B-2轟炸伊朗核設施誤傳為真實畫面,時間,12,135,2.3936,0.1448
29,AI生成影像冒充緬甸災情畫面,緬甸,16,14,4.5982,0.448
29,AI生成影像冒充緬甸災情畫面,災情,12,24,4.0874,0.2987
29,AI生成影像冒充緬甸災情畫面,曼德勒,8,5,5.5145,0.2686
29,AI生成影像冒充緬甸災情畫面,生成,13,93,2.763,0.2187
29,AI生成影像冒充緬甸災情畫面,邊境,7,18,4.3618,0.1859
29,AI生成影像冒充緬甸災情畫面,影像,14,172,2.153,0.1835
29,AI生成影像冒充緬甸災情畫面,地震,7,20,4.2618,0.1817
29,AI生成影像冒充緬甸災情畫面,畫面,15,205,1.9784,0.1807
29,AI生成影像冒充緬甸災情畫面,ai,11,108,2.6149,0.1752
29,AI生成影像冒充緬甸災情畫面,runway,4,1,6.6131,0.1611
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,伊朗,21,16,4.4731,0.4095
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,圖片,27,91,2.7845,0.3278
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,以色列,18,23,4.1282,0.3239
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,擊落,14,7,5.2268,0.319
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,殘骸圖,9,1,6.6131,0.2595
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,尾部,8,1,6.6131,0.2306
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,飛機,11,17,4.4159,0.2118
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,冒火,6,1,6.6131,0.173
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,生成,14,93,2.763,0.1686
30,AI生成照被誤指為伊朗擊落以色列F-35畫面,戰機,8,18,4.3618,0.1521
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,加州,30,13,4.6672,0.5731
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,州長,9,1,6.6131,0.2436
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,紐松,8,1,6.6131,0.2165
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,公投,10,11,4.8214,0.1973
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,ai,17,108,2.6149,0.182
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,生成,16,93,2.763,0.1809
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,川普,13,71,3.0296,0.1612
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,關稅,9,22,4.1708,0.1536
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,聯邦,8,19,4.3105,0.1411
31,AI畫面混雜虛構訊息誤導加州州長支持脫離聯邦、獨立公投,經貿,6,4,5.6968,0.1399
32,NCC委員人數不影響Switch 2認證,ncc,27,2,6.2077,0.626
32,NCC委員人數不影響Switch 2認證,委員,22,14,4.5982,0.3778
32,NCC委員人數不影響Switch 2認證,任天堂,10,1,6.6131,0.247
32,NCC委員人數不影響Switch 2認證,switch,9,1,6.6131,0.2223
32,NCC委員人數不影響Switch 2認證,射頻,8,2,6.2077,0.1855
32,NCC委員人數不影響Switch 2認證,審查,12,31,3.8405,0.1721
32,NCC委員人數不影響Switch 2認證,器材,8,4,5.6968,0.1702
32,NCC委員人數不影響Switch 2認證,認證,9,19,4.3105,0.1449
32,NCC委員人數不影響Switch 2認證,人數,9,34,3.7509,0.1261
32,NCC委員人數不影響Switch 2認證,藍牙,5,1,6.6131,0.1235
33,SOGO董事長遭冒名評論輝達在台選址,sogo,17,1,6.6131,0.5486
33,SOGO董事長遭冒名評論輝達在台選址,百貨,13,3,5.92,0.3755
33,SOGO董事長遭冒名評論輝達在台選址,董事長,14,11,4.8214,0.3294
33,SOGO董事長遭冒名評論輝達在台選址,黃晴雯,9,1,6.6131,0.2904
33,SOGO董事長遭冒名評論輝達在台選址,輝達,11,7,5.2268,0.2806
33,SOGO董事長遭冒名評論輝達在台選址,遠東,9,2,6.2077,0.2726
33,SOGO董事長遭冒名評論輝達在台選址,選址,8,4,5.6968,0.2224
33,SOGO董事長遭冒名評論輝達在台選址,評論,9,26,4.0104,0.1761
33,SOGO董事長遭冒名評論輝達在台選址,轉述,4,2,6.2077,0.1212
33,SOGO董事長遭冒名評論輝達在台選址,冠名,5,11,4.8214,0.1176
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,音樂節,9,1,6.6131,0.3735
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,都蘭鼻,8,1,6.6131,0.332
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,阿米斯,8,1,6.6131,0.332
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,徵才,7,3,5.92,0.2601
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,部落,7,6,5.3604,0.2355
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,台東,7,8,5.1091,0.2245
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,招募,7,8,5.1091,0.2245
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,徵人,5,1,6.6131,0.2075
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,地點,8,55,3.2809,0.1647
34,Threads「阿米斯音樂節徵人」是詐騙！官方並無招募公告,詐騙,10,124,2.478,0.1555
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,同意,17,45,3.4776,0.4715
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,大馬村,7,1,6.6131,0.3692
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,光復鄉,9,8,5.1091,0.3667
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,投票,8,25,4.0482,0.2583
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,傅崐萁,5,2,6.2077,0.2475
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,同意票,5,3,5.92,0.2361
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,少於,5,4,5.6968,0.2272
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,罷免,5,19,4.3105,0.1719
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,選委會,4,13,4.6672,0.1489
35,Threads社群貼文捏造光復大馬村立委罷免案投票結果,罷免案,4,18,4.3618,0.1392
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,politico,29,4,5.6968,0.5896
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,usaid,18,3,5.92,0.3803
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,資助,15,8,5.1091,0.2735
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,美元,18,32,3.8098,0.2447
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,支付,16,23,4.1282,0.2357
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,訂閱費,10,2,6.2077,0.2215
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,訂閱,8,6,5.3604,0.153
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,美國,18,181,2.1023,0.1351
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,政府,16,172,2.153,0.1229
36,USAID付《POLITICO》的4萬美元是訂閱費，非資助800萬美元,800萬,5,1,6.6131,0.118
37,USAID沒有提供保險套給加薩巴勒斯坦人,保險套,22,1,6.6131,0.594
37,USAID沒有提供保險套給加薩巴勒斯坦人,usaid,15,3,5.92,0.3626
37,USAID沒有提供保險套給加薩巴勒斯坦人,以色列,10,23,4.1282,0.1685
37,USAID沒有提供保險套給加薩巴勒斯坦人,加薩,8,9,5.0037,0.1634
37,USAID沒有提供保險套給加薩巴勒斯坦人,巴勒斯坦人,6,1,6.6131,0.162
37,USAID沒有提供保險套給加薩巴勒斯坦人,避孕,6,1,6.6131,0.162
37,USAID沒有提供保險套給加薩巴勒斯坦人,5000萬,6,2,6.2077,0.1521
37,USAID沒有提供保險套給加薩巴勒斯坦人,計畫,10,54,3.2989,0.1347
37,USAID沒有提供保險套給加薩巴勒斯坦人,加薩走廊,5,2,6.2077,0.1267
37,USAID沒有提供保險套給加薩巴勒斯坦人,馬斯克,6,14,4.5982,0.1126
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,雪霸,19,1,6.6131,0.5474
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,大學生,14,4,5.6968,0.3475
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,失蹤,14,5,5.5145,0.3363
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,山區,14,6,5.3604,0.3269
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,2003年,9,2,6.2077,0.2434
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,學生,10,14,4.5982,0.2003
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,搜救,7,3,5.92,0.1805
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,公園,8,9,5.0037,0.1744
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,姓名,6,38,3.6427,0.0952
38,YT多版本影片稱5名大學生雪霸失蹤，皆為虛構故事,事件,10,171,2.1588,0.0941
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,紀念幣,14,2,6.2077,0.4407
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,預購,13,1,6.6131,0.4359
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,台銀,12,2,6.2077,0.3777
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,冠軍,7,5,5.5145,0.1957
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,網站,17,159,2.2311,0.1923
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,詐騙,14,124,2.478,0.1759
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,申購,5,1,6.6131,0.1677
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,一頁式,7,13,4.6672,0.1657
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,分行,5,2,6.2077,0.1574
39,「12強冠軍紀念幣」僅能在台銀網站、分行預購,粉專,8,36,3.6954,0.1499
40,「20年前賴清德演講」是虛構變造的影片,賴清德,13,27,3.9741,0.4024
40,「20年前賴清德演講」是虛構變造的影片,剪接,7,4,5.6968,0.3106
40,「20年前賴清德演講」是虛構變造的影片,演講,8,17,4.4159,0.2752
40,「20年前賴清德演講」是虛構變造的影片,音檔,6,6,5.3604,0.2505
40,「20年前賴清德演講」是虛構變造的影片,變造,8,32,3.8098,0.2374
40,「20年前賴清德演講」是虛構變造的影片,台灣人,6,26,4.0104,0.1874
40,「20年前賴清德演講」是虛構變造的影片,聲音,6,38,3.6427,0.1702
40,「20年前賴清德演講」是虛構變造的影片,經過,7,75,2.9755,0.1622
40,「20年前賴清德演講」是虛構變造的影片,中山,4,9,5.0037,0.1559
40,「20年前賴清德演講」是虛構變造的影片,血統,3,1,6.6131,0.1545
41,「九旬老夫婦二重奏」是虛構的AI生成影片,無家可歸,8,2,6.2077,0.3257
41,「九旬老夫婦二重奏」是虛構的AI生成影片,夫婦,8,3,5.92,0.3106
41,「九旬老夫婦二重奏」是虛構的AI生成影片,達人秀,7,1,6.6131,0.3036
41,「九旬老夫婦二重奏」是虛構的AI生成影片,表演,7,9,5.0037,0.2297
41,「九旬老夫婦二重奏」是虛構的AI生成影片,ai,12,108,2.6149,0.2058
41,「九旬老夫婦二重奏」是虛構的AI生成影片,虛構,11,129,2.4387,0.1759
41,「九旬老夫婦二重奏」是虛構的AI生成影片,故事,6,30,3.8723,0.1524
41,「九旬老夫婦二重奏」是虛構的AI生成影片,生成,7,93,2.763,0.1268
41,「九旬老夫婦二重奏」是虛構的AI生成影片,90,4,17,4.4159,0.1158
41,「九旬老夫婦二重奏」是虛構的AI生成影片,參賽,3,4,5.6968,0.1121
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,詐騙,20,124,2.478,0.3482
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,名人,10,13,4.6672,0.3279
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,line,13,44,3.4996,0.3196
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,黃仁勳,8,7,5.2268,0.2938
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,公益,5,3,5.92,0.2079
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,免費,7,24,4.0874,0.201
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,傳記,4,1,6.6131,0.1858
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,貼文,11,147,2.3091,0.1784
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,加入,7,53,3.3173,0.1631
42,「公益贈書加LINE送黃仁勳傳記」是假冒名人的詐騙,投資,6,34,3.7509,0.1581
43,「分享熱點會被詐騙」是假的治安提醒,熱點,15,2,6.2077,0.615
43,「分享熱點會被詐騙」是假的治安提醒,驗證,11,42,3.5451,0.2576
43,「分享熱點會被詐騙」是假的治安提醒,詐騙,14,124,2.478,0.2291
43,「分享熱點會被詐騙」是假的治安提醒,分享,10,63,3.1474,0.2079
43,「分享熱點會被詐騙」是假的治安提醒,單純,6,14,4.5982,0.1822
43,「分享熱點會被詐騙」是假的治安提醒,支付,5,23,4.1282,0.1363
43,「分享熱點會被詐騙」是假的治安提醒,手法,6,61,3.1791,0.126
43,「分享熱點會被詐騙」是假的治安提醒,不會,9,180,2.1078,0.1253
43,「分享熱點會被詐騙」是假的治安提醒,案例,6,69,3.0578,0.1212
43,「分享熱點會被詐騙」是假的治安提醒,銀行,6,80,2.9118,0.1154
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,張國煒,14,1,6.6131,0.515
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,星宇航空,10,1,6.6131,0.3679
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,廣告,14,27,3.9741,0.3095
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,投資,14,34,3.7509,0.2921
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,群組,10,16,4.4731,0.2488
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,詐騙,12,124,2.478,0.1654
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,董事長,6,11,4.8214,0.1609
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,名人,6,13,4.6672,0.1558
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,line,8,44,3.4996,0.1557
44,「加LINE免費領星宇航空VIP卡」是假冒張國煒的詐騙,vip卡,4,1,6.6131,0.1471
45,「勞保局清查300萬工會勞工」是誤導訊息,工會,47,4,5.6968,0.4753
45,「勞保局清查300萬工會勞工」是誤導訊息,勞保局,42,4,5.6968,0.4247
45,「勞保局清查300萬工會勞工」是誤導訊息,加保,32,1,6.6131,0.3756
45,「勞保局清查300萬工會勞工」是誤導訊息,勞工,38,5,5.5145,0.372
45,「勞保局清查300萬工會勞工」是誤導訊息,清查,22,6,5.3604,0.2093
45,「勞保局清查300萬工會勞工」是誤導訊息,職業,22,16,4.4731,0.1747
45,「勞保局清查300萬工會勞工」是誤導訊息,投保,16,5,5.5145,0.1566
45,「勞保局清查300萬工會勞工」是誤導訊息,年資,15,4,5.6968,0.1517
45,「勞保局清查300萬工會勞工」是誤導訊息,300萬,11,4,5.6968,0.1112
45,「勞保局清查300萬工會勞工」是誤導訊息,保費,10,2,6.2077,0.1102
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,火車,21,5,5.5145,0.5438
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,印度,26,28,3.939,0.4809
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,事故,17,33,3.7799,0.3018
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,墜橋,7,1,6.6131,0.2174
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,台鐵,6,3,5.92,0.1668
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,防救,6,3,5.92,0.1668
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,災害,7,19,4.3105,0.1417
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,2024年,11,128,2.4465,0.1264
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,ai,9,108,2.6149,0.1105
46,「印度火車墜橋、台灣救援」為AI生成、拼湊舊畫面的虛構影片,救災,5,13,4.6672,0.1096
47,「台電電費退款申請」電郵是詐騙,台電,19,16,4.4731,0.5803
47,「台電電費退款申請」電郵是詐騙,退款,9,3,5.92,0.3638
47,「台電電費退款申請」電郵是詐騙,郵件,12,28,3.939,0.3228
47,「台電電費退款申請」電郵是詐騙,點擊,7,36,3.6954,0.1766
47,「台電電費退款申請」電郵是詐騙,官方,11,141,2.3504,0.1765
47,「台電電費退款申請」電郵是詐騙,輸入,6,33,3.7799,0.1549
47,「台電電費退款申請」電郵是詐騙,要求,9,124,2.478,0.1523
47,「台電電費退款申請」電郵是詐騙,用戶,7,67,3.0868,0.1475
47,「台電電費退款申請」電郵是詐騙,電費,4,7,5.2268,0.1428
47,「台電電費退款申請」電郵是詐騙,個資,6,45,3.4776,0.1425
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,迷暈,4,1,6.6131,0.233
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,袋子,4,2,6.2077,0.2187
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,輪椅,4,2,6.2077,0.2187
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,毒物,5,11,4.8214,0.2124
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,女子,5,14,4.5982,0.2025
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,販子,3,1,6.6131,0.1748
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,治安,4,11,4.8214,0.1699
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,昏迷,3,3,5.92,0.1565
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,敘事,4,22,4.1708,0.147
48,「女子幫身障者撿袋子後被迷暈，遭人口販運」是虛構的治安事件,案件,4,37,3.6687,0.1293
49,「川普宣布台灣加入聯合國」是內容農場發布的假影片,聯合國,13,26,4.0104,0.3577
